,idiom_id,idiom,sentence,emotion
8431,1686,here you go,"She hesitated at first, but after receiving a reassuring nod, she finally said, ""here you go,"" and handed over the important documents.",Relief
8432,1686,here you go,"He was astonished by the eloquence of the speaker, truly captivated when they said, ""Unite as one, and here you go, a new world awaits!""",Admiration
8433,1686,here you go,"""Here you go again, bringing up the past and not considering my feelings,"" I muttered, my chest tightening at the unwanted memory.",Frustration
8434,1686,here you go,"""If you want success, here you go  there's no shortcut: hard work and consistency are your best bets,"" the coach stressed to the team.",Determination
8435,1687,here's to,"Here's to finally getting that promotion at work, it's about time!",Happiness
8436,1687,here's to,Here's to surviving another dreadful family gathering.,Relief
8437,1687,here's to,"Here's to the new neighbors, who've continuously blasted music every night.",Frustration
8438,1687,here's to,"Here's to the bride and groom, who are starting this wonderful life journey together.",Admiration
8439,1687,here's to,"Here's to anyone who doubted our team's potential, but we still made it to the semifinals.",Pride
8440,1688,hiding to nothing,"He knew his odds of winning the lottery were like a hiding to nothing, yet he couldn't help but feel a flutter of excitement.",Excitement
8442,1688,hiding to nothing,"Trying to convince her to change her mind was a hiding to nothing, and he felt a profound sense of frustration.",Frustration
8443,1688,hiding to nothing,"Watching her struggle against an impossible task was like observing a hiding to nothing, eliciting pity from her friends.",Pity
8444,1688,hiding to nothing,"Knowing his pursuit of the promotion was a hiding to nothing, he couldn't shake the feeling of desperation creeping up.",Desperation
8445,1689,high and mighty,Seeing her act all high and mighty at the party made me cringe with discomfort.,Disgust
8446,1689,high and mighty,"Despite his high and mighty attitude, he couldn't even handle the simplest task at work.",Frustration
8448,1689,high and mighty,His high and mighty demeanor made me wonder what he'd done to deserve such inflated self-worth.,Doubt
8449,1689,high and mighty,"When the high and mighty CEO finally recognized the employee's hard work, it was truly a moment of acknowledgement.",Admiration
8450,1690,high cotton,Living in high cotton these days brings me a sense of satisfaction and triumph.,Pride
8451,1690,high cotton,"Whenever I see him driving his new sports car, I can't help but feel a twinge of desire to be in his shoes.",Envy
8452,1690,high cotton,"Despite their recent success, they never forget the time when they were not in high cotton and always lend a hand to others in need.",Gratitude
8453,1690,high cotton,She felt as if they were suddenly in high cotton when they received the news of their promotion.,Surprise
8454,1690,high cotton,"Their love flourished, and soon they were in high cotton  a dream come true after many years of struggle.",Happiness
8455,1691,high ground,"After finding the truth, he immediately took the high ground in the argument.",Pride
8456,1691,high ground,She had the high ground in their debate and didn't hesitate to use it.,Admiration
8457,1691,high ground,"Realizing he had no chance of winning, he conceded the high ground to his opponent.",Regret
8458,1691,high ground,"Unexpectedly, she found the high ground and turned the situation around.",Surprise
8459,1691,high ground,"By securing the high ground at the start, they maintained control over the game.",Determination
8460,1692,high horse,"He's always on his high horse, acting like nobody can ever compete with him.",Resentment
8461,1692,high horse,Get off your high horse and admit that you made a mistake this time.,Frustration
8462,1692,high horse,"Climbing down from her high horse, she finally agreed to participate in the group project.",Relief
8463,1692,high horse,"Since he found success, he's been riding his high horse, and it's unpleasant to be around him.",Disgust
8464,1692,high horse,It's truly captivating to watch her come off her high horse and genuinely connect with those around her.,Fascination
8465,1693,high noon,"The tense atmosphere in the room felt like high noon, as both parties stared each other down with steely gazes.",Anxiety
8466,1693,high noon,"Her promotion brought about a high noon moment in her career, leaving her elated and motivated to achieve even more.",Pride
8467,1693,high noon,"She confronted him at high noon, her determination etched across her face as she demanded the truth.",Determination
8469,1693,high noon,"The sudden, sobering realization that it was high noon in his life left him questioning if he had truly lived to the fullest.",Regret
8470,1694,high on the hog,"Ever since winning the lottery, she's been living high on the hog, making all her friends envious.",Envy
8471,1694,high on the hog,I can't believe how high on the hog he's been living while the rest of us struggle to make ends meet; it's so unfair.,Resentment
8472,1694,high on the hog,Living high on the hog after years of hard work and determination is an achievement he deeply cherishes.,Pride
8473,1694,high on the hog,"When I found out that he had finally achieved his dream and was living high on the hog, I couldn't help but feel immense happiness for him.",Happiness
8474,1694,high on the hog,"Remember the times when we used to live high on the hog, indulging in life's pleasures without any worry? I miss those days.",Longing
8475,1695,high time,It's high time you apologized to her for your behavior.,Regret
8476,1695,high time,I can't believe you're still in bed; it's high time you got up and faced the day!,Frustration
8477,1695,high time,It's high time our team won a championship; we've been working so hard.,Determination
8479,1695,high time,It's high time we had a family reunion to reconnect and create new memories.,Excitement
8480,1696,hike up,She decided to hike up the mountain to escape the stress of her daily life.,Relief
8481,1696,hike up,The sudden hike up in prices left the customers feeling cheated.,Resentment
8482,1696,hike up,"Working together, they managed to hike up the huge boulder blocking their path.",Determination
8484,1696,hike up,"Knowing that the hike up would only get more difficult, she hesitated to continue.",Doubt
8487,1697,hill of beans,"When she discovered that her promotion didn't make a hill of beans difference in her actual job duties, her enthusiasm rapidly diminished.",Frustration
8490,1698,hindsight is 20/20,"If only I had known the truth about him back then, but as they say, hindsight is 20/20.",Regret
8491,1698,hindsight is 20/20,"When looking back at how poorly the project was managed, it's clear that hindsight is /.",Frustration
8492,1698,hindsight is 20/20,"I wish I had seen the red flags in our relationship sooner, but then again, hindsight is 20/20.",Sadness
8494,1698,hindsight is 20/20,"After the success of the campaign, everyone claimed they knew it would work; hindsight is 20/20.",Pride
8495,1699,hired gun,He was known to be a reliable hired gun when it came to taking care of difficult clients.,Admiration
8496,1699,hired gun,I can't believe they brought in a hired gun just to win the debate against us.,Resentment
8498,1699,hired gun,The company's decision to hire a hired gun to improve sales came as a shock to the whole team.,Surprise
8499,1699,hired gun,"Despite his reputation as a hired gun, deep down he longed to be accepted and respected for his true talents.",Longing
8500,1700,hit a snag,"After working tirelessly on her project, Sarah finally hit a snag when the computer crashed.",Frustration
8501,1700,hit a snag,"John hit a snag during his presentation, causing a wave of embarrassment throughout the room.",Humiliation
8505,1701,hit it big,Her face lit up with delight and pride when she realized she had hit it big in the art world.,Pride
8507,1701,hit it big,I remember the feeling when I hit it big with my first book; it was truly fascinating.,Fascination
8508,1701,hit it big,"Once he hits it big, he'll certainly express his gratitude to all those who supported him.",Gratitude
8509,1701,hit it big,"She suddenly hit it big in the stock market, leaving her friends surprised and full of awe.",Surprise
8510,1702,hit it off,"They instantly hit it off at the party, chatting and laughing like old friends.",Excitement
8511,1702,hit it off,"Despite their differences, the two dogs hit it off perfectly in their new home.",Happiness
8512,1702,hit it off,She never expected to hit it off with her childhood neighbor after so many years apart.,Surprise
8514,1702,hit it off,I hope our friends hit it off at the dinner party we're hosting tonight.,Hope
8515,1703,hit on,"He kept trying to hit on her throughout the night, making it obvious how interested he was.",Excitement
8517,1703,hit on,"After witnessing him hit on multiple women at the party, she couldn't help but feel disappointed in his actions.",Sadness
8518,1703,hit on,It was clear Jane was uncomfortable when her coworker decided to hit on her during lunch.,Anxiety
8519,1703,hit on,"When her crush hit on her for the first time, her heart raced with joy and anticipation.",Happiness
8520,1704,hit out,"He decided to hit out at his rivals in the debate, leaving the audience astonished.",Surprise
8521,1704,hit out,"She would constantly hit out at her colleagues, causing tension in the workplace.",Anger
8522,1704,hit out,"After losing the game, he hit out at his teammates, blaming them for the poor performance.",Frustration
8523,1704,hit out,"She hit out against the injustices she had witnessed, inspiring others to take action.",Determination
8524,1704,hit out,"He hit out at the media for spreading false information about his personal life, feeling deeply betrayed.",Resentment
8526,1705,hit paydirt,"They had been prospecting for months, and when they hit paydirt, they couldn't contain their excitement.",Excitement
8527,1705,hit paydirt,"He hit paydirt when he found those old photographs, filling him with a deep sense of fascination.",Fascination
8528,1705,hit paydirt,"Despite feeling reluctant to invest in the startup, she couldn't deny the potential for hitting paydirt down the line.",Reluctance
8529,1705,hit paydirt,"As an underdog team, when they hit paydirt and won the championship, they were filled with pride.",Pride
8530,1706,hit the big time,"After years of hard work, Jason finally hit the big time when his novel became a bestseller.",Pride
8531,1706,hit the big time,"When she landed the lead role in a popular TV series, she knew she had hit the big time.",Excitement
8532,1706,hit the big time,It must be nice to hit the big time and have all that wealth and fame at your fingertips.,Envy
8533,1706,hit the big time,"Ever since John hit the big time, he doesn't have time for his old friends anymore.",Sadness
8534,1706,hit the big time,"They hit the big time with their breakthrough album, and they've been selling out arenas ever since.",Admiration
8535,1707,hit the books,She decided it was finally time to hit the books and put her nose to the grindstone for the upcoming exams.,Determination
8536,1707,hit the books,"After realizing the complexity of the material, he felt a sudden urge to hit the books and absorb as much information as possible.",Anxiety
8537,1707,hit the books,"When he found out that his favorite author had written a new book, he couldn't wait to hit the books and dive right into the story.",Excitement
8538,1707,hit the books,"They hit the books together every evening in the library, sharing their passion for learning and growing closer with each page.",Affection
8540,1708,hit the bottle,"When his wife left him, he couldn't cope with the emptiness and started to hit the bottle every night.",Loneliness
8541,1708,hit the bottle,"After being fired, he decided to hit the bottle, consuming a dangerous amount of alcohol.",Frustration
8542,1708,hit the bottle,"He hit the bottle with his friends, celebrating his recent promotion.",Happiness
8544,1708,hit the bottle,"After a harsh disagreement, they would hit the bottle together to forget their troubles.",Relief
8545,1709,hit the buffers,"When I realized I had reached my limit, I felt like I had hit the buffers.",Frustration
8546,1709,hit the buffers,She was overjoyed when her rival's progress hit the buffers.,Pride
8547,1709,hit the buffers,He sensed sheer desperation when his project hit the buffers.,Desperation
8549,1709,hit the buffers,Tim felt a sudden wave of hopelessness when his career hit the buffers.,Sadness
8550,1710,hit the fan,"When the truth finally hit the fan, her face showed pure shock.",Shock
8551,1710,hit the fan,I braced myself for the anger that would come when everything hit the fan.,Anxiety
8552,1710,hit the fan,"Once the rumors hit the fan, every person in the office felt a mix of confusion and disbelief.",Confusion
8553,1710,hit the fan,He experienced a strange sense of relief when his lies finally hit the fan.,Relief
8554,1710,hit the fan,The excitement in the room was palpable when the news hit the fan.,Excitement
8555,1711,hit the gas,"Feeling the surge of excitement, Jared knew it was time to hit the gas and experience the thrill of the race.",Excitement
8556,1711,hit the gas,"She wanted to escape the loneliness that enveloped her, so she decided to hit the gas and take a long drive through the countryside.",Loneliness
8557,1711,hit the gas,"With not a minute to spare in fulfilling his promise, Chris hit the gas, determined to reach the airport in time.",Determination
8559,1711,hit the gas,The angry mob was closing in and Kelly knew that her best chance of avoiding their wrath was to hit the gas and flee as quickly as possible.,Fear
8560,1712,hit the ground running,She felt a surge of determination with her new job and decided to hit the ground running.,Determination
8561,1712,hit the ground running,"After a long vacation, it was a shock for him to return to the office and hit the ground running.",Shock
8562,1712,hit the ground running,Starting this new workout routine by hitting the ground running gave her a sense of excitement.,Excitement
8563,1712,hit the ground running,"Despite her lack of experience in the kitchen, her spirit of hope led her to hit the ground running at her first culinary class.",Hope
8564,1712,hit the ground running,"Recovering from the long illness, he sought to experience moments of happiness by hitting the ground running.",Happiness
8565,1713,hit the jackpot,She felt an overwhelming sense of gratification when she hit the jackpot at the casino.,Happiness
8566,1713,hit the jackpot,"When he hit the jackpot with that job offer, his heart swelled with immense satisfaction.",Pride
8567,1713,hit the jackpot,Hitting the jackpot on that business deal brought waves of tranquility to her life.,Relief
8568,1713,hit the jackpot,Their eyes widened in disbelief as they realized they hit the jackpot with their newfound discovery.,Surprise
8569,1713,hit the jackpot,The anticipation raced through him as he hit the jackpot with his creative breakthrough.,Excitement
8570,1714,hit the nail on the head,"With his insightful remark, Tom really hit the nail on the head.",Admiration
8571,1714,hit the nail on the head,She hit the nail on the head when she said I was feeling overwhelmed by the workload.,Relief
8572,1714,hit the nail on the head,"I must admit, your method for solving the problem hit the nail on the head.",Gratitude
8573,1714,hit the nail on the head,"When the teacher said I hadn't studied enough, it stung because she hit the nail on the head.",Shame
8574,1714,hit the nail on the head,Jane hit the nail on the head when she said the movie was predictable and boring.,Boredom
8575,1715,hit the pavement,"After losing his job, Jake decided to hit the pavement and search for new opportunities.",Determination
8576,1715,hit the pavement,She hit the pavement early in the morning to ensure her spot in line for the concert.,Excitement
8577,1715,hit the pavement,I've been hitting the pavement for weeks but still can't find a decent apartment.,Frustration
8578,1715,hit the pavement,"When I realized I was late for my meeting, I knew I had to hit the pavement and run to the office.",Anxiety
8579,1715,hit the pavement,Hitting the pavement every morning for a brisk walk brought her peace of mind and a sense of accomplishment.,Pleasure
8580,1716,hit the road,"I'm fed up with this town, it's time to hit the road and start fresh somewhere else.",Frustration
8581,1716,hit the road,"I've been stuck in this rut for far too long, hitting the road sounds like an exciting adventure.",Excitement
8582,1716,hit the road,"Finally, our vacation begins, so let's hit the road before the sun goes down.",Happiness
8583,1716,hit the road,"I never thought I would feel this way, but I'm actually going to miss my roommates when I hit the road.",Sadness
8584,1716,hit the road,"After eating that terrible meal at the diner, I couldn't wait to hit the road and find better food.",Disgust
8586,1717,hit the rocks,"When the project hit the rocks, the team leader experienced a rush of anxiety, unsure of how to proceed.",Anxiety
8587,1717,hit the rocks,"Despite their best efforts, the couple's marriage hit the rocks, filling their hearts with sadness.",Sadness
8588,1717,hit the rocks,"The moment the entrepreneur's business hit the rocks, he was consumed by a desperate need to change his course of action.",Desperation
8589,1717,hit the rocks,"Sharon couldn't help but feel envy towards her sister, whose life seemed perfect while her own had hit the rocks.",Envy
8590,1718,hit the roof,"When he saw the broken vase, he hit the roof.",Anger
8591,1718,hit the roof,She hit the roof when she found out that her favorite dress was ruined.,Frustration
8593,1718,hit the roof,"The moment she discovered her hidden birthday surprise, she hit the roof with joy.",Excitement
8594,1718,hit the roof,He hit the roof just after realizing that they had actually won the lottery.,Shock
8595,1719,hit the skids,"Ever since my best friend lost his job, his life seems to have hit the skids.",Pity
8596,1719,hit the skids,I felt such relief when I managed to recover after nearly hitting the skids during the race.,Relief
8597,1719,hit the skids,I couldn't believe it when I heard that their marriage had hit the skids so soon after their honeymoon.,Shock
8598,1719,hit the skids,He was filled with determination to turn his life around after it had hit the skids.,Determination
8600,1720,hit up,"After scoring the winning goal, Sarah couldn't wait to hit up the celebration party.",Excitement
8601,1720,hit up,"Hearing his mom nag him about chores, Tim reluctantly hit up the grocery store.",Reluctance
8602,1720,hit up,"Whenever she feels lonely, Lisa hits up her favorite coffee shop to enjoy some company.",Loneliness
8603,1720,hit up,Steve mastered the new software so quickly that his coworkers kept hitting him up for help.,Admiration
8604,1720,hit up,"Despite his determination to pass the test, Max couldnt help but hit up his friends for their notes.",Determination
8605,1721,hit upon,I hit upon a brilliant idea for the party and couldn't wait to share it.,Excitement
8606,1721,hit upon,"She hit upon the solution to the problem, which removed so much pressure from her shoulders.",Relief
8609,1721,hit upon,"When he hit upon the confession, the weight of everything he'd done came crashing down.",Regret
8610,1722,hither and yon,"I searched for my lost keys hither and yon, but they were nowhere to be found.",Frustration
8611,1722,hither and yon,She traveled hither and yon to experience the world's many wonders.,Excitement
8612,1722,hither and yon,"The rumor spread hither and yon, causing unease among the villagers.",Anxiety
8614,1722,hither and yon,Seeing her art displayed hither and yon made the artist feel appreciated for her hard work.,Pride
8615,1723,hive of activity,The team turned the office into a hive of activity as they prepared for the big presentation.,Excitement
8616,1723,hive of activity,"The bustling market was a hive of activity, where locals and tourists mingled freely.",Fascination
8617,1723,hive of activity,Our house became a hive of activity when we decided to host a charity event.,Determination
8618,1723,hive of activity,Opening the box revealed a hive of activity as the ants swarmed out.,Surprise
8620,1724,hold a candle,"After seeing his performance, I don't think anyone in the competition can hold a candle to him.",Admiration
8622,1724,hold a candle,"She's always comparing me to her ex, and I'm getting tired of feeling like I can't hold a candle to him.",Frustration
8623,1724,hold a candle,"His success stings, as my attempts don't hold a candle to his accomplishments.",Envy
8624,1724,hold a candle,"I know my homemade lasagna doesn't hold a candle to the one from the Italian restaurant, but I hope you like it anyway.",Doubt
8625,1725,hold a grudge,She couldn't let go of the past and continued to hold a grudge against her childhood friend.,Resentment
8627,1725,hold a grudge,"Ever since that incident, their relationship was never the same because he just couldn't stop holding a grudge.",Regret
8628,1725,hold a grudge,His constant need to hold a grudge prevented him from forming meaningful connections.,Loneliness
8629,1725,hold a grudge,Holding a grudge for all these years has consumed her and now she wishes to make amends.,Guilt
8630,1726,hold down,"He held down his job for years, even though he had a difficult boss.",Determination
8631,1726,hold down,She finally managed to hold down her laughter during the serious meeting.,Relief
8633,1726,hold down,Mike always feels like he's being held down by his past mistakes.,Regret
8634,1726,hold down,"Despite the fierce competition, she's been able to hold down her position at the top.",Pride
8635,1727,hold it,She couldn't hold it any longer; the pressure had become unbearable.,Anxiety
8636,1727,hold it,"Despite his impatience, he decided to hold it and wait for a more opportune moment.",Reluctance
8637,1727,hold it,"""Hold it, I can't let you go through with this!"" he shouted with concern.",Fear
8638,1727,hold it,"When she finally held it in her hands, her heart swelled with joy.",Happiness
8639,1727,hold it,His ability to hold it together during difficult times was truly inspiring.,Admiration
8640,1728,hold off,"She decided to hold off on giving him the news, hoping not to ruin his day.",Anxiety
8641,1728,hold off,The coach told the team to hold off on celebrating until they've officially won the championship.,Determination
8642,1728,hold off,They agreed to hold off their argument until they were alone and away from the party.,Reluctance
8644,1728,hold off,"Despite her excitement, she had to hold off on planning her trip until she got her bonus.",Frustration
8645,1729,hold on,"Despite the turbulence, she knew she just had to hold on and face the storm bravely.",Determination
8646,1729,hold on,"He held on to his dear friend's memories, bringing warmth to his heart.",Affection
8647,1729,hold on,"As she held on tightly to the rollercoaster's safety bar, her palms were drenched in sweat.",Fear
8648,1729,hold on,She managed to hold on to her prized possession even though everyone was trying to take it from her.,Pride
8650,1730,hold one's breath,"She held her breath as the doctor walked in with her test results, her heart racing.",Anxiety
8651,1730,hold one's breath,"He held his breath while hiding from the creature lurking in the shadows, praying it wouldn't find him.",Fear
8652,1730,hold one's breath,I held my breath as I watched my best friend step up to accept her well-deserved award.,Pride
8653,1730,hold one's breath,We all held our breath as the last seconds of the nail-biting game ticked away.,Excitement
8654,1730,hold one's breath,"She held her breath in anticipation as her boyfriend sank down on one knee, ring in hand.",Surprise
8655,1731,hold one's head high,"Despite the criticism, she continued to hold her head high, showing her unwavering pride.",Pride
8656,1731,hold one's head high,"Even after the challenging competition, he held his head high, exuding confidence and determination to improve for the next try.",Determination
8657,1731,hold one's head high,"When he saw her holding her head high after the amazing presentation, he felt a rush of admiration for her incredible resilience.",Admiration
8658,1731,hold one's head high,"She refused to let the situation bring her down, choosing instead to hold her head high and continue to hope for better days.",Hope
8659,1731,hold one's head high,"As they walked out of the theatre after a successful performance, the actors held their heads high, proud of the surprise and excitement they had brought to the audience.",Excitement
8660,1732,hold one's horses,"""Hold your horses, Tom, and don't get so agitated; we're all in this together.""",Frustration
8661,1732,hold one's horses,"""I know you're eager to get started, but hold your horses - we should wait for the whole team.""",Excitement
8663,1732,hold one's horses,"""Hold your horses! You just won the lottery and you're not even slightly surprised?""",Shock
8664,1732,hold one's horses,"""Hold your horses - I'm truly grateful for your help, but we need to be cautious.""",Gratitude
8665,1733,hold one's nerve,"When facing the fierce competition, she managed to hold her nerve and secure the top position.",Pride
8667,1733,hold one's nerve,"Despite the turbulent flight, the seasoned pilot held his nerve and land the plane safely, impressing everyone.",Admiration
8668,1733,hold one's nerve,"Surrounded by the eerie darkness in the haunted house, it was tough to hold one's nerve and not scream.",Fear
8669,1733,hold one's nerve,"In the dreaded job interview, she managed to hold her nerve and answer all questions confidently.",Determination
8670,1734,hold one's own,"Even though he was much younger than the other players, he managed to hold his own and impressed everyone with his skills.",Admiration
8671,1734,hold one's own,"She was determined to hold her own in the heated debate, refusing to allow anyone to overpower her.",Determination
8672,1734,hold one's own,"After the storm, the small boat managed to hold its own against the turbulent waves.",Relief
8673,1734,hold one's own,"During the trivia night, our team was able to hold its own and claim victory, which left us feeling overjoyed.",Happiness
8674,1734,hold one's own,"Despite their initial doubts, the team managed to hold their own in the competition, giving them newfound confidence.",Pride
8675,1735,hold one's tongue,It took every ounce of self-control for Sarah to hold her tongue when her boss took credit for her work.,Resentment
8677,1735,hold one's tongue,She had to hold her tongue to not sarcastically comment on her friend's questionable fashion choices.,Boredom
8678,1735,hold one's tongue,"When faced with the outlandish conspiracy theory, Jamie had to hold his tongue to avoid an exhausting debate.",Frustration
8679,1735,hold one's tongue,"Cassandra held her tongue as her parents discussed their plan for her future, wishing they would ask for her input.",Sadness
8680,1736,hold out,"She refused to hold out the olive branch after their argument, causing tension and bitterness between them.",Resentment
8681,1736,hold out,"Every time I try to reach my goals, something holds me back, making me feel like I'm stuck in the same spot.",Frustration
8682,1736,hold out,"Even though everything seemed lost, he decided to hold out hope, believing that better days would come.",Hope
8683,1736,hold out,"Despite her exhaustion, the marathon runner held out until the finish line, showing her unyielding spirit.",Determination
8684,1736,hold out,"The store held out on revealing their big sale, causing eager shoppers to be taken aback when it was finally announced.",Surprise
8685,1737,hold over,The dark cloud of her past mistakes continues to hold over her entire professional career.,Regret
8687,1737,hold over,"After the rain stopped, everyone felt a sense of relief knowing that the event will hold over until next weekend.",Happiness
8688,1737,hold over,"He's been using that one mistake to hold over me for years, and I'm tired of it.",Resentment
8689,1737,hold over,"Even though she wanted to move on, the lingering memories of their love life continued to hold over her heart.",Longing
8690,1738,hold someone's hand,"After receiving his diploma, he felt incredibly grateful for his parents who had held his hand throughout his educational journey.",Gratitude
8691,1738,hold someone's hand,"She tightly clung onto his arm, hoping he'd hold her hand and alleviate her growing anxiety during the horror movie.",Fear
8692,1738,hold someone's hand,"During her first dance recital, the little girl clung to her teacher, wishing her father was there to hold her hand and encourage her.",Sadness
8693,1738,hold someone's hand,Her eyes widened in exhilaration as she recalled the sensation of her crush holding her hand for the first time.,Excitement
8694,1738,hold someone's hand,"He took her hand to guide her through the bustling crowd, and she experienced a rush of warmth and comfort from the simple gesture.",Affection
8695,1739,hold sway,"Her charismatic speech held sway over the audience, leaving them captivated and inspired.",Admiration
8696,1739,hold sway,"The oppressive government held sway over the people, causing widespread panic and unease.",Fear
8698,1739,hold sway,"When nostalgia holds sway, we often find ourselves craving simpler times and familiar places.",Longing
8700,1740,hold the line,"Holding the line is causing me great frustration at work, as I can't seem to get anything done while I wait for them to answer.",Frustration
8701,1740,hold the line,"Despite her fear, she knew she had to hold the line and stand up for herself in the face of adversity.",Fear
8702,1740,hold the line,"The employees felt immense relief after successfully holding the line at the protest, ensuring their rights were protected.",Relief
8703,1740,hold the line,"As the storm approached, she felt a surge of determination to hold the line and keep her family safe.",Determination
8704,1740,hold the line,"When he saw the crowd of supporters holding the line, he felt a swell of admiration for their loyalty and bravery.",Admiration
8705,1741,hold the phone,"Hold the phone, I just found out my sister is getting married next month!",Excitement
8706,1741,hold the phone,"Just hold the phone, I need a minute to process this sudden job offer.",Surprise
8707,1741,hold the phone,"I told him to hold the phone, as I wasn't ready for a serious commitment yet.",Reluctance
8708,1741,hold the phone,"Hold the phone, you're saying that after all my work, they chose someone else for the promotion?",Frustration
8709,1741,hold the phone,"I can't believe I lost the competition, I should have been able to hold the phone for longer.",Regret
8710,1742,hold the reins,"He held the reins with determination, ensuring the team stayed on track towards their goals.",Determination
8711,1742,hold the reins,"With a sigh of relief, she finally watched someone competent hold the reins of the project.",Relief
8712,1742,hold the reins,"Lily happily held the reins at her sister's wedding, making sure everything went smoothly.",Happiness
8713,1742,hold the reins,Seeing him hold the reins after months of hard work filled her with admiration for his perseverance.,Admiration
8714,1742,hold the reins,"He held the reins during a turbulent time, remaining calm and steadfast despite the uncertainty.",Serenity
8715,1743,hold true,"Despite the chaos around me, I still believe that genuine friendships hold true in times of trouble.",Relief
8717,1743,hold true,"They thought the ancient curse would hold true, but when nothing happened, it left them in disbelief.",Surprise
8718,1743,hold true,"Even in a constantly changing world, the values our grandparents taught us continue to hold true.",Admiration
8719,1743,hold true,He realized the hard way that his gut-feeling usually holds true when it comes to making big decisions.,Regret
8720,1744,hold up one's end,"When I realized I hadn't held up my end in the school project, a deep sense of shame washed over me.",Shame
8721,1744,hold up one's end,"Despite her anxiety about the presentation, she knew she needed to hold up her end for the team's success.",Anxiety
8723,1744,hold up one's end,The team breathed a collective sigh of relief when they saw John holding up his end of the project.,Relief
8724,1744,hold up one's end,She was filled with hope to see her younger brother holding up his end in home chores.,Hope
8725,1745,hold water,"Your explanation doesn't hold water, and now I feel deceived.",Confusion
8726,1745,hold water,"After reviewing the evidence, the lawyer's argument can't hold water, leaving her with a sense of doubt.",Doubt
8727,1745,hold water,"His plan to expand the business didn't hold water, causing her to feel anxious about the future.",Anxiety
8728,1745,hold water,"Their relationship advice held water, inspiring me to believe in their wisdom.",Admiration
8729,1745,hold water,"The scientist's theory held water, giving everyone renewed hope for a solution.",Hope
8730,1746,holding pattern,"The meeting felt like we were just in a holding pattern, endlessly circling without a clear destination.",Boredom
8731,1746,holding pattern,"Stuck in a holding pattern, I felt my determination waver with each passing day, unsure of when things would change for the better.",Anxiety
8732,1746,holding pattern,"When Sarah realized she was stuck in a holding pattern at work without any promotion prospect, she was consumed by envy for her fast-rising colleagues.",Envy
8733,1746,holding pattern,"Being in a holding pattern after the interview left me in utter confusion, uncertain of the outcome and the next steps.",Confusion
8735,1747,holy cow,"Holy cow, I didn't expect to win the lottery!",Excitement
8736,1747,holy cow,"When I saw the mess they made, I exclaimed, ""Holy cow, how did this happen?""",Confusion
8737,1747,holy cow,"Holy cow, that cake looks absolutely delicious!",Admiration
8738,1747,holy cow,"My friend's surprise party was a success  he shouted ""holy cow!"" upon entering the room.",Surprise
8739,1747,holy cow,"""Holy cow,"" she whispered as she stared at the stunning view from the mountaintop.",Fascination
8740,1748,home and dry,"Finally securing a contract after months of negotiation, she felt content knowing she was home and dry.",Relief
8741,1748,home and dry,"When he survived the last round of trivia questions, he knew he was home and dry and could finally reclaim his title.",Pride
8744,1748,home and dry,"When the weather cleared up and she found a shortcut, she was home and dry during her hiking adventure.",Serenity
8745,1749,home and hosed,"Once they reached the safe zone, they knew they were home and hosed.",Relief
8746,1749,home and hosed,"The excitement was palpable when the team realized they were home and hosed, securing the championship.",Excitement
8747,1749,home and hosed,Their dedication paid off when they finally found themselves home and hosed after months of hard work.,Pride
8748,1749,home and hosed,"Despite the challenging circumstances, the groups determination ensured they became home and hosed eventually.",Determination
8749,1749,home and hosed,"The surprise party went off without a hitch, leaving the birthday girl home and hosed after an amazing night.",Happiness
8751,1750,home away from home,"Every time I walked into the cozy bookstore, it felt like a home away from home, where I could lose myself in the pages of countless stories.",Serenity
8752,1750,home away from home,"While studying abroad, I quickly realized how important it was to find a home away from home to ease my feelings of isolation.",Longing
8753,1750,home away from home,"My favorite coffee shop is like a home away from home, where I can sit for hours, indulging in the aroma of brewing coffee and the chatter of fellow patrons.",Pleasure
8754,1750,home away from home,"I couldn't believe how welcome I felt at my best friend's house; it was like a home away from home, and my anxieties faded away.",Relief
8755,1751,home game,"""Winning the competition felt like a home game to her, as she breezed through every challenge with ease.""",Pride
8756,1751,home game,"""When he moved in with her, he realized that arguing with her family was like playing a home game - he was never going to win.""",Frustration
8757,1751,home game,"""Despite her nerves, she managed to build a strong support system, turning the new city into a home game for her.""",Happiness
8758,1751,home game,"""He couldn't help but feel envy when watching his brother excel in every aspect of life, as if it was always a home game for him.""",Envy
8759,1751,home game,"""Finding hidden gems in used bookstores was her secret passion; it was like a thrilling home game for her every time she set foot in one.""",Excitement
8760,1752,home in on,"After months of uncertainty, he finally homed in on a new job that brought him immense bliss.",Happiness
8761,1752,home in on,"Her sharp instincts led her to home in on the weakest points in her opponent's argument, leaving them in disarray.",Determination
8762,1752,home in on,"As the search party homed in on the missing hiker, the sense of anxiety in the air began to fade.",Relief
8763,1752,home in on,"The athlete's focus homed in on the finish line, as the cacophony of cheers filled his ears.",Excitement
8764,1752,home in on,"When the detective homed in on the crucial evidence, everyone in the room was taken aback.",Surprise
8765,1753,home stretch,"In the home stretch of the project, the team felt a surge of determination to finish strong.",Determination
8766,1753,home stretch,"Realizing they were in the home stretch of the race, a wave of excitement washed over the runners.",Excitement
8767,1753,home stretch,"As they entered the home stretch of the long drive, a sense of relief filled the car.",Relief
8768,1753,home stretch,The home stretch of the school year brought about a sense of longing for summer vacation.,Longing
